user,City,Country,Time (days),City-Country
adamnowek,"San Francisco, CA",United States,11,"San Francisco, CA, United States"
adamnowek,"Seattle, WA",United States,20,"Seattle, WA, United States"
adamnowek,Seville,Spain,3,"Seville, Spain"
adamnowek,Shanghai,China,6,"Shanghai, China"
adamnowek,Shenzhen,China,11,"Shenzhen, China"
adamnowek,Siena,Italy,2,"Siena, Italy"
adamnowek,Stockholm,Sweden,2,"Stockholm, Sweden"
adamnowek,The Hague,Netherlands,6,"The Hague, Netherlands"
adamnowek,Tilburg,Netherlands,1,"Tilburg, Netherlands"
adamnowek,Tirana,Albania,7,"Tirana, Albania"
adamnowek,Toronto,Canada,17,"Toronto, Canada"
adamnowek,Tromso,Norway,4,"Tromso, Norway"
adamnowek,Turin,Italy,14,"Turin, Italy"
adamnowek,Utrecht,Netherlands,5,"Utrecht, Netherlands"
adamnowek,Vancouver,Canada,6196,"Vancouver, Canada"
adamnowek,Victoria,Canada,5,"Victoria, Canada"
adamnowek,Vienna,Austria,9,"Vienna, Austria"
adamnowek,Warsaw,Poland,6,"Warsaw, Poland"
adamnowek,"Washington, DC",United States,4,"Washington, DC, United States"
adamnowek,Wrocław,Poland,1,"Wrocław, Poland"
adamnowek,Yangshuo,China,3,"Yangshuo, China"
adamnowek,Zandvoort,Netherlands,1,"Zandvoort, Netherlands"
adamnowek,Zurich,Switzerland,5,"Zurich, Switzerland"
adamnowek,Zwolle,Netherlands,1,"Zwolle, Netherlands"
adamsimms,Berlin,Germany,7,"Berlin, Germany"
adamsimms,Cairo,Egypt,10,"Cairo, Egypt"
adamsimms,"Fort Lauderdale, FL",United States,16,"Fort Lauderdale, FL, United States"
adamsimms,Istanbul,Turkey,7,"Istanbul, Turkey"
adamsimms,Lisbon,Portugal,6,"Lisbon, Portugal"
adamsimms,Luxor,Egypt,4,"Luxor, Egypt"
adamsimms,Montreal,Canada,5,"Montreal, Canada"
adamsimms,Nice,France,7,"Nice, France"
adamsimms,Rio de Janeiro,Brazil,15,"Rio de Janeiro, Brazil"
adamsimms,"Salt Lake City, UT",United States,4,"Salt Lake City, UT, United States"
adamsimms,"San Francisco, CA",United States,97,"San Francisco, CA, United States"
adamwebb,Athens,Greece,33,"Athens, Greece"
adamwebb,Budapest,Hungary,77,"Budapest, Hungary"
adamwebb,Florence,Italy,29,"Florence, Italy"
adamwebb,Granada,Spain,60,"Granada, Spain"
adamwebb,Kraków,Poland,29,"Kraków, Poland"
adamwebb,London,United Kingdom,4,"London, United Kingdom"
adamwebb,Prague,Czechia,27,"Prague, Czechia"
adamwebb,Turin,Italy,30,"Turin, Italy"
adamwebb,Vienna,Austria,27,"Vienna, Austria"
adamwebb,Warsaw,Poland,32,"Warsaw, Poland"
adeal,Bangkok,Thailand,54,"Bangkok, Thailand"
adeal,Berlin,Germany,92,"Berlin, Germany"
adeal,Cape Town,South Africa,96,"Cape Town, South Africa"
adeal,Chiang Mai,Thailand,3,"Chiang Mai, Thailand"
adeal,Osaka,Japan,5,"Osaka, Japan"
adeal,"San Francisco, CA",United States,61,"San Francisco, CA, United States"
adeal,Singapore,Singapore,19,"Singapore, Singapore"
adeal,Tel Aviv,Israel,29,"Tel Aviv, Israel"
adeal,Tokyo,Japan,39,"Tokyo, Japan"
adi,"Canggu, Bali",Indonesia,29,"Canggu, Bali, Indonesia"
adi,Chiang Mai,Thailand,71,"Chiang Mai, Thailand"
adi,Da Nang,Vietnam,30,"Da Nang, Vietnam"
adi,Noida,India,91,"Noida, India"
adicheo,Adelaide,Australia,902,"Adelaide, Australia"
adicheo,Amsterdam,Netherlands,1,"Amsterdam, Netherlands"
adicheo,Barcelona,Spain,1,"Barcelona, Spain"
adicheo,Budapest,Hungary,6,"Budapest, Hungary"
adicheo,Cancun,Mexico,7,"Cancun, Mexico"
adicheo,Haifa,Israel,2557,"Haifa, Israel"
adicheo,Liberia,Costa Rica,15,"Liberia, Costa Rica"
adicheo,London,United Kingdom,1,"London, United Kingdom"
adicheo,Mexico City,Mexico,23,"Mexico City, Mexico"
adicheo,Montreal,Canada,5,"Montreal, Canada"
adicheo,Munich,Germany,1,"Munich, Germany"
adicheo,"New York City, NY",United States,3,"New York City, NY, United States"
adicheo,Oaxaca,Mexico,4,"Oaxaca, Mexico"
adicheo,Ottawa,Canada,31,"Ottawa, Canada"
adicheo,Paris,France,29,"Paris, France"
adicheo,Puerto Escondido,Mexico,338,"Puerto Escondido, Mexico"
adicheo,Punta Cana,Dominican Republic,1,"Punta Cana, Dominican Republic"
adicheo,San Juan,Puerto Rico,9,"San Juan, Puerto Rico"
adicheo,Toronto,Canada,44,"Toronto, Canada"
adicheo,Tulum,Mexico,10,"Tulum, Mexico"
adicheo,Venice,Italy,1,"Venice, Italy"
adicheo,Wellington,New Zealand,1,"Wellington, New Zealand"
adimov,Bangkok,Thailand,1,"Bangkok, Thailand"
adimov,"Canggu, Bali",Indonesia,17,"Canggu, Bali, Indonesia"
adimov,"Chicago, IL",United States,3,"Chicago, IL, United States"
adimov,Ko Pha Ngan,Thailand,28,"Ko Pha Ngan, Thailand"
adimov,Kyoto,Japan,3,"Kyoto, Japan"
adimov,"Las Vegas, NV",United States,6,"Las Vegas, NV, United States"
adimov,"Los Angeles, CA",United States,18,"Los Angeles, CA, United States"
adimov,Moscow,Russia,90,"Moscow, Russia"
adimov,Osaka,Japan,3,"Osaka, Japan"
adimov,Rostov-on-Don,Russia,90,"Rostov-on-Don, Russia"
adimov,Saint Petersburg,Russia,3,"Saint Petersburg, Russia"
adimov,"San Francisco, CA",United States,2,"San Francisco, CA, United States"
adimov,Seoul,South Korea,7,"Seoul, South Korea"
adimov,Sochi,Russia,8,"Sochi, Russia"
adimov,Tokyo,Japan,19,"Tokyo, Japan"
adrianavecc,Barcelona,Spain,7,"Barcelona, Spain"
adrianavecc,Bogota,Colombia,7,"Bogota, Colombia"
adrianavecc,"Boston, MA",United States,3,"Boston, MA, United States"
adrianavecc,Cali,Colombia,3,"Cali, Colombia"
adrianavecc,Cancun,Mexico,5,"Cancun, Mexico"
adrianavecc,"Canggu, Bali",Indonesia,21,"Canggu, Bali, Indonesia"
adrianavecc,Essaouira,Morocco,7,"Essaouira, Morocco"
adrianavecc,Florianopolis,Brazil,14,"Florianopolis, Brazil"
adrianavecc,Hong Kong,Hong Kong,6,"Hong Kong, Hong Kong"
adrianavecc,Kyoto,Japan,3,"Kyoto, Japan"
adrianavecc,London,United Kingdom,99,"London, United Kingdom"
adrianavecc,"Los Angeles, CA",United States,532,"Los Angeles, CA, United States"
adrianavecc,Male,Maldives,26,"Male, Maldives"
adrianavecc,Mexico City,Mexico,15,"Mexico City, Mexico"
adrianavecc,"Miami, FL",United States,20,"Miami, FL, United States"
adrianavecc,"New York City, NY",United States,57,"New York City, NY, United States"
adrianavecc,Osaka,Japan,3,"Osaka, Japan"
adrianavecc,Paris,France,69,"Paris, France"
adrianavecc,"Reno, NV",United States,1,"Reno, NV, United States"
adrianavecc,Rio de Janeiro,Brazil,30,"Rio de Janeiro, Brazil"
adrianavecc,Salvador,Brazil,3,"Salvador, Brazil"
adrianavecc,"San Diego, CA",United States,9,"San Diego, CA, United States"
adrianavecc,"San Francisco, CA",United States,6,"San Francisco, CA, United States"
adrianavecc,San Juan del Sur,Nicaragua,28,"San Juan del Sur, Nicaragua"
adrianavecc,Sayulita,Mexico,4,"Sayulita, Mexico"
adrianavecc,Tokyo,Japan,6,"Tokyo, Japan"
adrianavecc,"Ubud, Bali",Indonesia,7,"Ubud, Bali, Indonesia"
adrianlazarte,Arequipa,Peru,4,"Arequipa, Peru"
adrianlazarte,Bogota,Colombia,13,"Bogota, Colombia"
adrianlazarte,Buenos Aires,Argentina,13,"Buenos Aires, Argentina"
adrianlazarte,Cancun,Mexico,6,"Cancun, Mexico"
adrianlazarte,Cusco,Peru,7,"Cusco, Peru"
adrianlazarte,Guanajuato,Mexico,1,"Guanajuato, Mexico"
adrianlazarte,Lima,Peru,488,"Lima, Peru"
adrianlazarte,Medellín,Colombia,13,"Medellín, Colombia"
adrianlazarte,Mexico City,Mexico,21,"Mexico City, Mexico"
adrianlazarte,Montevideo,Uruguay,1,"Montevideo, Uruguay"
adrianlazarte,Panama City,Panama,3,"Panama City, Panama"
adrianlazarte,Puebla,Mexico,1,"Puebla, Mexico"
adrianlazarte,Punta del Este,Uruguay,1,"Punta del Este, Uruguay"
adrianlazarte,Rosario,Argentina,9,"Rosario, Argentina"
adrianlazarte,San José,Costa Rica,8,"San José, Costa Rica"
adrianlazarte,Santiago,Chile,14,"Santiago, Chile"
adrianleb,Amsterdam,Netherlands,48,"Amsterdam, Netherlands"
adrianleb,Marrakesh,Morocco,4,"Marrakesh, Morocco"
adrianleb,"New York City, NY",United States,14,"New York City, NY, United States"
adrians,Agadir,Morocco,47,"Agadir, Morocco"
adrians,Alicante,Spain,23,"Alicante, Spain"
adrians,Amritsar,India,7,"Amritsar, India"
adrians,Amsterdam,Netherlands,43,"Amsterdam, Netherlands"
adrians,Athens,Greece,31,"Athens, Greece"
adrians,Bangkok,Thailand,31,"Bangkok, Thailand"
adrians,Barcelona,Spain,1,"Barcelona, Spain"
adrians,Berlin,Germany,6,"Berlin, Germany"
adrians,Bournemouth,United Kingdom,1268,"Bournemouth, United Kingdom"
adrians,Bristol,United Kingdom,4,"Bristol, United Kingdom"
adrians,Cairo,Egypt,31,"Cairo, Egypt"
adrians,Chiang Mai,Thailand,6,"Chiang Mai, Thailand"
adrians,Delhi,India,2,"Delhi, India"
adrians,Goa,India,11,"Goa, India"
adrians,Hoi An,Vietnam,3,"Hoi An, Vietnam"
adrians,Istanbul,Turkey,36,"Istanbul, Turkey"
adrians,Ko Samui,Thailand,14,"Ko Samui, Thailand"
adrians,Kuala Lumpur,Malaysia,1,"Kuala Lumpur, Malaysia"
adrians,Leeds,United Kingdom,7,"Leeds, United Kingdom"
adrians,Lima,Peru,27,"Lima, Peru"
adrians,London,United Kingdom,372,"London, United Kingdom"
adrians,Madrid,Spain,3,"Madrid, Spain"
adrians,Manama,Bahrain,31,"Manama, Bahrain"
adrians,Manchester,United Kingdom,8,"Manchester, United Kingdom"
adrians,Marrakesh,Morocco,31,"Marrakesh, Morocco"
adrians,Muscat,Oman,1,"Muscat, Oman"
adrians,"New York City, NY",United States,155,"New York City, NY, United States"
adrians,Newcastle Upon Tyne,United Kingdom,19,"Newcastle Upon Tyne, United Kingdom"
adrians,Paris,France,62,"Paris, France"
adrians,Pattaya,Thailand,118,"Pattaya, Thailand"
adrians,"Phoenix, AZ",United States,31,"Phoenix, AZ, United States"
adrians,Phuket,Thailand,10,"Phuket, Thailand"
adrians,"Portland, OR",United States,3,"Portland, OR, United States"
adrians,Porto,Portugal,13,"Porto, Portugal"
adrians,Riyadh,Saudi Arabia,31,"Riyadh, Saudi Arabia"
adrians,"Seattle, WA",United States,1,"Seattle, WA, United States"
adrians,Seville,Spain,2,"Seville, Spain"
adrians,Siem Reap,Cambodia,2,"Siem Reap, Cambodia"
adrians,São Paulo,Brazil,4,"São Paulo, Brazil"
adrians,Tokyo,Japan,6,"Tokyo, Japan"
adrians,Verona,Italy,4,"Verona, Italy"
adventureinmyveins,"Anchorage, AK",United States,10,"Anchorage, AK, United States"
adventureinmyveins,"Austin, TX",United States,3,"Austin, TX, United States"
adventureinmyveins,"Boulder, CO",United States,109,"Boulder, CO, United States"
adventureinmyveins,Brisbane,Australia,17,"Brisbane, Australia"
adventureinmyveins,Budapest,Hungary,31,"Budapest, Hungary"
adventureinmyveins,"Canggu, Bali",Indonesia,42,"Canggu, Bali, Indonesia"
adventureinmyveins,Gold Coast,Australia,321,"Gold Coast, Australia"
adventureinmyveins,Graz,Austria,23,"Graz, Austria"
adventureinmyveins,"Kauai, Hawaii",United States,5,"Kauai, Hawaii, United States"
adventureinmyveins,"Los Angeles, CA",United States,29,"Los Angeles, CA, United States"
adventureinmyveins,Marrakesh,Morocco,35,"Marrakesh, Morocco"
adventureinmyveins,"New York City, NY",United States,4,"New York City, NY, United States"
adventureinmyveins,"Seattle, WA",United States,2,"Seattle, WA, United States"
adventureinmyveins,Tulum,Mexico,8,"Tulum, Mexico"
adventureinmyveins,"Ubud, Bali",Indonesia,31,"Ubud, Bali, Indonesia"
adventureinmyveins,Yangshuo,China,9,"Yangshuo, China"
ady,Budapest,Hungary,86,"Budapest, Hungary"
ady,Dubai,United Arab Emirates,2,"Dubai, United Arab Emirates"
ady,Madrid,Spain,153,"Madrid, Spain"
ady,Vienna,Austria,13,"Vienna, Austria"
aekym,Bangkok,Thailand,10,"Bangkok, Thailand"
aekym,Barranquilla,Colombia,8,"Barranquilla, Colombia"
aekym,Budapest,Hungary,34,"Budapest, Hungary"
aekym,Cartagena,Colombia,16,"Cartagena, Colombia"
aekym,Chiang Mai,Thailand,31,"Chiang Mai, Thailand"
aekym,Goa,India,39,"Goa, India"
aekym,Havana,Cuba,13,"Havana, Cuba"
aekym,Kraków,Poland,4,"Kraków, Poland"
aekym,Ljubljana,Slovenia,5,"Ljubljana, Slovenia"
aekym,Mumbai,India,4,"Mumbai, India"
aekym,Munich,Germany,7,"Munich, Germany"
aekym,Panama City,Panama,16,"Panama City, Panama"
aekym,San José,Costa Rica,4,"San José, Costa Rica"
aekym,Santa Marta,Colombia,17,"Santa Marta, Colombia"
aekym,Split,Croatia,27,"Split, Croatia"
aekym,Tamarindo,Costa Rica,18,"Tamarindo, Costa Rica"
aekym,Vienna,Austria,1,"Vienna, Austria"
aekym,Warsaw,Poland,5,"Warsaw, Poland"
afountain,San José,Costa Rica,6,"San José, Costa Rica"
aggmp,"Atlanta, GA",United States,5,"Atlanta, GA, United States"
aggmp,"Boston, MA",United States,4,"Boston, MA, United States"
aggmp,"Chicago, IL",United States,4,"Chicago, IL, United States"
aggmp,"College Station, TX",United States,30,"College Station, TX, United States"
aggmp,Florence,Italy,2,"Florence, Italy"
aggmp,Lyon,France,733,"Lyon, France"
aggmp,"New York City, NY",United States,4,"New York City, NY, United States"
aggmp,Paris,France,31,"Paris, France"
aggmp,Rome,Italy,4,"Rome, Italy"
aggmp,"San Diego, CA",United States,6,"San Diego, CA, United States"
aggmp,Vancouver,Canada,8,"Vancouver, Canada"
agrberg,Amsterdam,Netherlands,2,"Amsterdam, Netherlands"
agrberg,Athens,Greece,28,"Athens, Greece"
agrberg,"Austin, TX",United States,20,"Austin, TX, United States"
agrberg,Barcelona,Spain,15,"Barcelona, Spain"
agrberg,Berlin,Germany,7,"Berlin, Germany"
agrberg,"Boulder, CO",United States,19,"Boulder, CO, United States"
agrberg,Cannes,France,8,"Cannes, France"
agrberg,"Chicago, IL",United States,10,"Chicago, IL, United States"
agrberg,Edinburgh,United Kingdom,14,"Edinburgh, United Kingdom"
agrberg,Hong Kong,Hong Kong,24,"Hong Kong, Hong Kong"
agrberg,Osaka,Japan,41,"Osaka, Japan"
agrberg,Paris,France,7,"Paris, France"
agrberg,"Portland, OR",United States,17,"Portland, OR, United States"
agrberg,Seoul,South Korea,37,"Seoul, South Korea"
agrberg,Tokyo,Japan,47,"Tokyo, Japan"
agrberg,Utrecht,Netherlands,12,"Utrecht, Netherlands"
agusburgos,Barcelona,Spain,90,"Barcelona, Spain"
agusburgos,Bath,United Kingdom,4,"Bath, United Kingdom"
agusburgos,Belfast,United Kingdom,2,"Belfast, United Kingdom"
agusburgos,Bogota,Colombia,27,"Bogota, Colombia"
agusburgos,Buenos Aires,Argentina,4,"Buenos Aires, Argentina"
agusburgos,Cardiff,United Kingdom,1,"Cardiff, United Kingdom"
agusburgos,Cartagena,Colombia,11,"Cartagena, Colombia"
agusburgos,Dublin,Ireland,3,"Dublin, Ireland"
agusburgos,Florence,Italy,4,"Florence, Italy"
agusburgos,Genoa,Italy,4,"Genoa, Italy"
agusburgos,Glasgow,United Kingdom,4,"Glasgow, United Kingdom"
agusburgos,Liverpool,United Kingdom,4,"Liverpool, United Kingdom"
agusburgos,London,United Kingdom,10,"London, United Kingdom"
agusburgos,Madrid,Spain,6,"Madrid, Spain"
agusburgos,Mar del Plata,Argentina,352,"Mar del Plata, Argentina"
agusburgos,Medellín,Colombia,10,"Medellín, Colombia"
agusburgos,Montevideo,Uruguay,2,"Montevideo, Uruguay"
agusburgos,Munich,Germany,7,"Munich, Germany"
agusburgos,Nice,France,3,"Nice, France"
agusburgos,"Palma, Mallorca",Spain,14,"Palma, Mallorca, Spain"
agusburgos,Paris,France,6,"Paris, France"
agusburgos,Rome,Italy,3,"Rome, Italy"
agusburgos,Salento,Colombia,4,"Salento, Colombia"
agusburgos,Santa Marta,Colombia,7,"Santa Marta, Colombia"
agusburgos,Valencia,Spain,63,"Valencia, Spain"
agusburgos,Venice,Italy,4,"Venice, Italy"
aianus,Bangkok,Thailand,28,"Bangkok, Thailand"
aidenbuis,Bangkok,Thailand,7,"Bangkok, Thailand"
aidenbuis,Barcelona,Spain,6,"Barcelona, Spain"
aidenbuis,"Canggu, Bali",Indonesia,67,"Canggu, Bali, Indonesia"
aidenbuis,Chiang Mai,Thailand,59,"Chiang Mai, Thailand"
aidenbuis,"Las Palmas, Canary Islands",Spain,7,"Las Palmas, Canary Islands, Spain"
aidenbuis,Utrecht,Netherlands,826,"Utrecht, Netherlands"
aileencgn,"Arrecife, Lanzarote",Spain,11,"Arrecife, Lanzarote, Spain"
aileencgn,Bangkok,Thailand,79,"Bangkok, Thailand"
aileencgn,Barcelona,Spain,8,"Barcelona, Spain"
aileencgn,Beijing,China,7,"Beijing, China"
aileencgn,Berlin,Germany,11,"Berlin, Germany"
aileencgn,Boracay,Philippines,53,"Boracay, Philippines"
aileencgn,Budapest,Hungary,7,"Budapest, Hungary"
aileencgn,Cairo,Egypt,1,"Cairo, Egypt"
aileencgn,"Canggu, Bali",Indonesia,257,"Canggu, Bali, Indonesia"
aileencgn,Chiang Mai,Thailand,342,"Chiang Mai, Thailand"
aileencgn,Christchurch,New Zealand,63,"Christchurch, New Zealand"
aileencgn,Cologne,Germany,1020,"Cologne, Germany"
aileencgn,Da Nang,Vietnam,2,"Da Nang, Vietnam"
aileencgn,Dili,East Timor,2,"Dili, East Timor"
aileencgn,Dubai,United Arab Emirates,11,"Dubai, United Arab Emirates"
aileencgn,Dunedin,New Zealand,2,"Dunedin, New Zealand"
aileencgn,El Gouna,Egypt,627,"El Gouna, Egypt"
aileencgn,Fukuoka,Japan,13,"Fukuoka, Japan"
aileencgn,"George Town, Penang",Malaysia,2,"George Town, Penang, Malaysia"
aileencgn,Hamburg,Germany,2,"Hamburg, Germany"
aileencgn,Ho Chi Minh City,Vietnam,6,"Ho Chi Minh City, Vietnam"
aileencgn,Hong Kong,Hong Kong,10,"Hong Kong, Hong Kong"
aileencgn,Istanbul,Turkey,6,"Istanbul, Turkey"
aileencgn,Ko Tao,Thailand,8,"Ko Tao, Thailand"
aileencgn,Krabi,Thailand,10,"Krabi, Thailand"
aileencgn,Kuala Lumpur,Malaysia,5,"Kuala Lumpur, Malaysia"
aileencgn,"Kuta, Bali",Indonesia,2,"Kuta, Bali, Indonesia"
aileencgn,"Las Vegas, NV",United States,11,"Las Vegas, NV, United States"
aileencgn,"Los Angeles, CA",United States,5,"Los Angeles, CA, United States"
aileencgn,Luxor,Egypt,4,"Luxor, Egypt"
aileencgn,Moscow,Russia,1,"Moscow, Russia"
aileencgn,Mui Ne,Vietnam,243,"Mui Ne, Vietnam"
aileencgn,"New York City, NY",United States,5,"New York City, NY, United States"
aileencgn,Osaka,Japan,11,"Osaka, Japan"
aileencgn,Pai,Thailand,1,"Pai, Thailand"
aileencgn,Paris,France,4,"Paris, France"
aileencgn,Prague,Czechia,4,"Prague, Czechia"
aileencgn,Punta Cana,Dominican Republic,14,"Punta Cana, Dominican Republic"
aileencgn,Queenstown,New Zealand,29,"Queenstown, New Zealand"
aileencgn,"Reno, NV",United States,1,"Reno, NV, United States"
aileencgn,Rome,Italy,1,"Rome, Italy"
aileencgn,Saint Petersburg,Russia,3,"Saint Petersburg, Russia"
aileencgn,"Salt Lake City, UT",United States,1,"Salt Lake City, UT, United States"
aileencgn,"San Diego, CA",United States,2,"San Diego, CA, United States"
aileencgn,"San Francisco, CA",United States,4,"San Francisco, CA, United States"
aileencgn,"Seminyak, Bali",Indonesia,80,"Seminyak, Bali, Indonesia"
aileencgn,Singapore,Singapore,20,"Singapore, Singapore"
aileencgn,Tokyo,Japan,7,"Tokyo, Japan"
aileencgn,"Ubud, Bali",Indonesia,12,"Ubud, Bali, Indonesia"
aileencgn,Ulaanbaatar,Mongolia,4,"Ulaanbaatar, Mongolia"
aileencgn,"Uluwatu, Bali",Indonesia,2,"Uluwatu, Bali, Indonesia"
aileencgn,Wellington,New Zealand,7,"Wellington, New Zealand"
aileencgn,Zurich,Switzerland,1,"Zurich, Switzerland"
airiko29,Amsterdam,Netherlands,29,"Amsterdam, Netherlands"
airiko29,Bangkok,Thailand,64,"Bangkok, Thailand"
airiko29,Chiang Mai,Thailand,7,"Chiang Mai, Thailand"
airiko29,Ko Pha Ngan,Thailand,4,"Ko Pha Ngan, Thailand"
airiko29,Ko Samui,Thailand,7,"Ko Samui, Thailand"
airiko29,Kyoto,Japan,7,"Kyoto, Japan"
airiko29,San Sebastian,Spain,6,"San Sebastian, Spain"
airiko29,Tokyo,Japan,112,"Tokyo, Japan"
ajlende,Copenhagen,Denmark,4,"Copenhagen, Denmark"
ajlende,"Des Moines, IA",United States,138,"Des Moines, IA, United States"
ajlende,"Dubuque, IA",United States,1,"Dubuque, IA, United States"
ajlende,"Duluth, MN",United States,10,"Duluth, MN, United States"
ajlende,"Eau Claire, WI",United States,2,"Eau Claire, WI, United States"
ajlende,Hiroshima,Japan,2,"Hiroshima, Japan"
ajlende,"Kansas City, MO",United States,1095,"Kansas City, MO, United States"
ajlende,Kyoto,Japan,2,"Kyoto, Japan"
ajlende,Lisbon,Portugal,53,"Lisbon, Portugal"
ajlende,London,United Kingdom,46,"London, United Kingdom"
ajlende,"Los Angeles, CA",United States,1,"Los Angeles, CA, United States"
ajlende,"Minneapolis, MN",United States,9,"Minneapolis, MN, United States"
ajlende,Mumbai,India,12,"Mumbai, India"
ajlende,"New York City, NY",United States,1,"New York City, NY, United States"
ajlende,"Omaha, NE",United States,3,"Omaha, NE, United States"
ajlende,"Orlando, FL",United States,5,"Orlando, FL, United States"
ajlende,Osaka,Japan,2,"Osaka, Japan"
ajlende,Oslo,Norway,12,"Oslo, Norway"
ajlende,Paris,France,3,"Paris, France"
ajlende,"Sacramento, CA",United States,1,"Sacramento, CA, United States"
ajlende,"Sioux Falls, SD",United States,161,"Sioux Falls, SD, United States"
ajlende,"St. Cloud, MN",United States,4,"St. Cloud, MN, United States"
ajlende,Stockholm,Sweden,6,"Stockholm, Sweden"
ajlende,Tokyo,Japan,5,"Tokyo, Japan"
ajlende,"Washington, DC",United States,3,"Washington, DC, United States"
ajmcgrath,"Canggu, Bali",Indonesia,21,"Canggu, Bali, Indonesia"
ajmcgrath,Ho Chi Minh City,Vietnam,14,"Ho Chi Minh City, Vietnam"
ajmcgrath,Ko Lanta,Thailand,15,"Ko Lanta, Thailand"
ajmcgrath,Kuala Lumpur,Malaysia,10,"Kuala Lumpur, Malaysia"
akeylimepie,Amsterdam,Netherlands,4,"Amsterdam, Netherlands"
akeylimepie,Barcelona,Spain,3,"Barcelona, Spain"
akeylimepie,Berlin,Germany,2,"Berlin, Germany"
akeylimepie,Lisbon,Portugal,2,"Lisbon, Portugal"
akeylimepie,Moscow,Russia,1,"Moscow, Russia"
akeylimepie,Rome,Italy,8,"Rome, Italy"
akeylimepie,Yekaterinburg,Russia,375,"Yekaterinburg, Russia"
aking,Bangkok,Thailand,25,"Bangkok, Thailand"
aking,Barcelona,Spain,30,"Barcelona, Spain"
aking,Berlin,Germany,7,"Berlin, Germany"
aking,"Canggu, Bali",Indonesia,59,"Canggu, Bali, Indonesia"
aking,Chiang Mai,Thailand,31,"Chiang Mai, Thailand"
aking,Ho Chi Minh City,Vietnam,31,"Ho Chi Minh City, Vietnam"
aking,London,United Kingdom,7,"London, United Kingdom"
aking,Milan,Italy,7,"Milan, Italy"
aking,Tallinn,Estonia,31,"Tallinn, Estonia"
aking,Tokyo,Japan,8,"Tokyo, Japan"
akira,Amsterdam,Netherlands,2,"Amsterdam, Netherlands"
akira,Barcelona,Spain,1,"Barcelona, Spain"
akira,Berlin,Germany,2,"Berlin, Germany"
akira,Brussels,Belgium,6,"Brussels, Belgium"
akira,Copenhagen,Denmark,3,"Copenhagen, Denmark"
akira,Madrid,Spain,2,"Madrid, Spain"
akira,Paris,France,29,"Paris, France"
akira,Prague,Czechia,3,"Prague, Czechia"
akira,Rabat,Morocco,6,"Rabat, Morocco"
alain1405,Budapest,Hungary,372,"Budapest, Hungary"
alain1405,Siena,Italy,10,"Siena, Italy"
