City,City-Country_EN
"Windsor, Canadá","Windsor, Canada"
"Ahmedabad, India","Ahmedabad, India"
"Burdeos, Francia","Bordeaux, France"
"Beersheba, Israel","Beersheba, Israel"
"Mashhad, Irán","Mashhad, Iran"
"Zurich, Suiza","Zurich, Switzerland"
"Breda, Holanda","Breda, Netherlands"
"Hamamatsu, Japón","Hamamatsu, Japan"
"Knoxville, TN, Estados Unidos","Knoxville, TN, United States"
"Ciudad de Okinawa, Okinawa, Japón","Okinawa City, Okinawa, Japan"
"Baoding, China","Baoding, China"
"Zhangjiagang, China","Zhangjiagang, China"
"Wenling, China","Wenling, China"
"Homs, Siria","Homs, Syria"
"Linyi, China","Linyi, China"
"Reading, PA, Estados Unidos","Reading, PA, United States"
"Verona, Italia","Verona, Italy"
"La Meca, Arabia Saudita","Mecca, Saudi Arabia"
"El Aaiún, Sáhara Occidental","Laayoune, Western Sahara"
"Phu Quoc, Vietnam","Phu Quoc, Vietnam"
"Juba, Sudán del Sur","Juba, South Sudan"
"Tanchon, Corea del Norte","Tanchon, North Korea"
"Shiraz, Irán","Shiraz, Iran"
"Qinhuangdao, China","Qinhuangdao, China"
"Nagoya, Japón","Nagoya, Japan"
"Nouakchott, Mauritania","Nouakchott, Mauritania"
"Granada, España","Granada, Spain"
"Dusseldorf, Alemania","Dusseldorf, Germany"
"San Ignacio, Belice","San Ignacio, Belize"
"Amalfi, Italia","Amalfi, Italy"
"Gibraltar, Gibraltar","Gibraltar, Gibraltar"
"Victoria, Seychelles","Victoria, Seychelles"
"Rethymno, Grecia","Rethymno, Greece"
"Mombasa, Kenia","Mombasa, Kenya"
"Huzhou, China","Huzhou, China"
"Abilene, TX, Estados Unidos","Abilene, TX, United States"
"Fushun, China","Fushun, China"
"Changchun, China","Changchun, China"
"Hiroshima, Japón","Hiroshima, Japan"
"Marsella, Francia","Marseille, France"
"Xiamen, China","Xiamen, China"
"Trier, Alemania","Trier, Germany"
"Isla Mujeres, México","Isla Mujeres, Mexico"
"Daytona Beach, FL, Estados Unidos","Daytona Beach, FL, United States"
"Boumerdas, Argelia","Boumerdas, Algeria"
"Módena, Italia","Modena, Italy"
"Asmara, Eritrea","Asmara, Eritrea"
"Lelystad, Holanda","Lelystad, Netherlands"
"Maputo, Mozambique","Maputo, Mozambique"
"Sapporo, Japón","Sapporo, Japan"
"Bozeman, MT, Estados Unidos","Bozeman, MT, United States"
"Tabriz, Irán","Tabriz, Iran"
"Dalian, China","Dalian, China"
"Konya, Turquía","Konya, Turkey"
"St John's, Antigua y Barbuda","St John's, Antigua and Barbuda"
"Ibiza, España","Ibiza, Spain"
"Kyoto, Japón","Kyoto, Japan"
"Fort Myers, FL, Estados Unidos","Fort Myers, FL, United States"
"Kearney, NE, Estados Unidos","Kearney, NE, United States"
"Santa Maria, CA, Estados Unidos","Santa Maria, CA, United States"
"Minca, Colombia","Minca, Colombia"
"Beijing, China","Beijing, China"
"Carlsbad, CA, Estados Unidos","Carlsbad, CA, United States"
"Kazán, Rusia","Kazan, Russia"
"Casa Grande, AZ, Estados Unidos","Casa Grande, AZ, United States"
"Maracay, Venezuela","Maracay, Venezuela"
"Mexicali, México","Mexicali, Mexico"
"Maracaibo, Venezuela","Maracaibo, Venezuela"
"Zhanjiang, China","Zhanjiang, China"
"Odessa, TX, Estados Unidos","Odessa, TX, United States"
"Onitsha, Nigeria","Onitsha, Nigeria"
"Zhangjiakou, China","Zhangjiakou, China"
"Zhangzhou, China","Zhangzhou, China"
"Cusco, Perú","Cusco, Peru"
"Bhopal, India","Bhopal, India"
"Rostov-on-Don, Rusia","Rostov-on-Don, Russia"
"Yiwu, China","Yiwu, China"
"Boulder, CO, Estados Unidos","Boulder, CO, United States"
"Lancaster, CA, Estados Unidos","Lancaster, CA, United States"
"Zhuzhou, China","Zhuzhou, China"
"Weihai, China","Weihai, China"
"Ulaanbaatar, Mongolia","Ulaanbaatar, Mongolia"
"Wuhu, China","Wuhu, China"
"Pocatello, ID, Estados Unidos","Pocatello, ID, United States"
"Alexandria, Egipto","Alexandria, Egypt"
"Omsk, Rusia","Omsk, Russia"
"Obninsk, Rusia","Obninsk, Russia"
"Changsha, China","Changsha, China"
"Jarabacoa, República Dominicana","Jarabacoa, Dominican Republic"
"Roma, Italia","Rome, Italy"
"Vineland, Nueva Jersey, Estados Unidos","Vineland, NJ, United States"
"Dar es Salaam, Tanzania","Dar es Salaam, Tanzania"
"Stanley, Islas Malvinas","Stanley, Falkland Islands"
"Lawrence, KS, Estados Unidos","Lawrence, KS, United States"
"Kitakyushu, Japón","Kitakyushu, Japan"
"Hefei, China","Hefei, China"
"Hagatna, Guam","Hagatna, Guam"
"Teherán, Irán","Tehran, Iran"
"Zwolle, Holanda","Zwolle, Netherlands"
"Guilin, China","Guilin, China"
"Alesund, Noruega","Alesund, Norway"
"Rui'an, China","Rui'an, China"
"Petaluma, CA, Estados Unidos","Petaluma, CA, United States"
"Nanning, China","Nanning, China"
"Innsbruck, Austria","Innsbruck, Austria"
"Erlangen, Alemania","Erlangen, Germany"
"Sihanoukville, Camboya","Sihanoukville, Cambodia"
"Lianyungang, China","Lianyungang, China"
"Salento, Colombia","Salento, Colombia"
"Cheyenne, WY, Estados Unidos","Cheyenne, WY, United States"
"Galveston, TX, Estados Unidos","Galveston, TX, United States"
"Ludhiana, India","Ludhiana, India"
"Rimini, Italia","Rimini, Italy"
"Santa Marta, Colombia","Santa Marta, Colombia"
"McLeod Ganj, India","McLeod Ganj, India"
"Portimão, Portugal","Portimão, Portugal"
"Zhongshan, China","Zhongshan, China"
"Wonsan, Corea del Norte","Wonsan, North Korea"
"Foshan, China","Foshan, China"
"Yichang, China","Yichang, China"
"Cardiff, Reino Unido","Cardiff, United Kingdom"
"Arrecife, Lanzarote, España","Arrecife, Lanzarote, Spain"
"Bellevue, NE, Estados Unidos","Bellevue, NE, United States"
"Waterloo, Canadá","Waterloo, Canada"
"Wenzhou, China","Wenzhou, China"
"Qom, Irán","Qom, Iran"
"Murrieta, CA, Estados Unidos","Murrieta, CA, United States"
"El Alto, Bolivia","El Alto, Bolivia"
"Cannes, Francia","Cannes, France"
"Yantai, China","Yantai, China"
"Salem, MA, Estados Unidos","Salem, MA, United States"
"Aarhus, Dinamarca","Aarhus, Denmark"
"Samara, Rusia","Samara, Russia"
"Aguascalientes, México","Aguascalientes, Mexico"
"Tomsk, Rusia","Tomsk, Russia"
"Hangzhou, China","Hangzhou, China"
"King Edward Point, Islas Georgias del Sur y Sandwich del Sur","King Edward Point, South Georgia and the South Sandwich Islands"
"Plantation, FL, Estados Unidos","Plantation, FL, United States"
"Antananarivo, Madagascar","Antananarivo, Madagascar"
"Heidelberg, Alemania","Heidelberg, Germany"
"Palm Coast, FL, Estados Unidos","Palm Coast, FL, United States"
"Wichita Falls, TX, Estados Unidos","Wichita Falls, TX, United States"
"Kananga, República Democrática del Congo","Kananga, DR Congo"
"Rovaniemi, Finlandia","Rovaniemi, Finland"
"Riad, Arabia Saudita","Riyadh, Saudi Arabia"
"Green Bay, WI, Estados Unidos","Green Bay, WI, United States"
"Kinmen, Taiwán","Kinmen, Taiwan"
"Darwin, Australia","Darwin, Australia"
"Dhaka, Bangladesh","Dhaka, Bangladesh"
"Bonita Springs, FL, Estados Unidos","Bonita Springs, FL, United States"
"Nicosia, Chipre","Nicosia, Cyprus"
"Putian, China","Putian, China"
"Oshkosh, WI, Estados Unidos","Oshkosh, WI, United States"
"Redding, CA, Estados Unidos","Redding, CA, United States"
"Coimbra, Portugal","Coimbra, Portugal"
"Juárez, México","Juarez, Mexico"
"Javea, España","Javea, Spain"
"Sheffield, Reino Unido","Sheffield, United Kingdom"
"Oceanside, CA, Estados Unidos","Oceanside, CA, United States"
"Palmdale, CA, Estados Unidos","Palmdale, CA, United States"
"Ekaterimburgo, Rusia","Yekaterinburg, Russia"
"Tromso, Noruega","Tromso, Norway"
"Nanchang, China","Nanchang, China"
"Krivoy-Rog, Ucrania","Krivoy-Rog, Ukraine"
"Lilongwe, Malawi","Lilongwe, Malawi"
"Huainan, China","Huainan, China"
"Whistler, Canadá","Whistler, Canada"
"Qingdao, China","Qingdao, China"
"Manhattan, KS, Estados Unidos","Manhattan, KS, United States"
"Sa Pa, Vietnam","Sa Pa, Vietnam"
"S t. George, UT, Estados Unidos ","St. George, UT, United States"
"Mandalay, Myanmar","Mandalay, Myanmar"
"Ningbo, China","Ningbo, China"
"Pristina, Kosovo","Pristina, Kosovo"
"Vientiane, Laos","Vientiane, Laos"
"Hartford, CT, Estados Unidos","Hartford, CT, United States"
"Almere, Holanda","Almere, Netherlands"
"Praia, Cabo Verde","Praia, Cape Verde"
"Marbella, España","Marbella, Spain"
"Ithaca, NY, Estados Unidos","Ithaca, NY, United States"
"Richmond, VA, Estados Unidos","Richmond, VA, United States"
"Gotemburgo, Suecia","Gothenburg, Sweden"
"Rochester, NY, Estados Unidos","Rochester, NY, United States"
"Hagen, Alemania","Hagen, Germany"
"Alicante, España","Alicante, Spain"
"Ocala, FL, Estados Unidos","Ocala, FL, United States"
"Tel Aviv, Israel","Tel Aviv, Israel"
"Puerto del Rosario, Fuerteventura, España","Puerto del Rosario, Fuerteventura, Spain"
"Batumi, Georgia","Batumi, Georgia"
"Windhoek, Namibia","Windhoek, Namibia"
"Palm Bay, FL, Estados Unidos","Palm Bay, FL, United States"
"Sandpoint, ID, Estados Unidos","Sandpoint, ID, United States"
"Yakima, WA, Estados Unidos","Yakima, WA, United States"
Bogota Colombia,"Bogota, Colombia"
"New Haven, CT, Estados Unidos","New Haven, CT, United States"
"Oakland, CA, Estados Unidos","Oakland, CA, United States"
"Grand Island, NE, Estados Unidos","Grand Island, NE, United States"
"Natal, Brasil","Natal, Brazil"
"Harlingen, TX, Estados Unidos","Harlingen, TX, United States"
"Aberdeen, Reino Unido","Aberdeen, United Kingdom"
"Curitiba, Brasil","Curitiba, Brazil"
"Kolkata, India","Kolkata, India"
"Campinas, Brasil","Campinas, Brazil"
"Logan, UT, Estados Unidos","Logan, UT, United States"
"Andorra la Vella, Andorra","Andorra la Vella, Andorra"
"Wichita, KS, Estados Unidos","Wichita, KS, United States"
"Bandar Seri Begawan, Brunei","Bandar Seri Begawan, Brunei"
"North Little Rock, AR, Estados Unidos","North Little Rock, AR, United States"
"Yuma, AZ, Estados Unidos","Yuma, AZ, United States"
"Patna, India","Patna, India"
"Tirupur, India","Tirupur, India"
"College Station, TX, Estados Unidos","College Station, TX, United States"
"Surat, India","Surat, India"
"Manchester, NH, Estados Unidos","Manchester, NH, United States"
"Salta, Argentina","Salta, Argentina"
"Kharkiv, Ucrania","Kharkiv, Ukraine"
"Kollam, India","Kollam, India"
"Fort Collins, CO, Estados Unidos","Fort Collins, CO, United States"
"Lynchburg, VA, Estados Unidos","Lynchburg, VA, United States"
"Yaundé, Camerún","Yaounde, Cameroon"
"Weston, FL, Estados Unidos","Weston, FL, United States"
"Bedford, OH, Estados Unidos","Bedford, OH, United States"
"Pasto, Colombia","Pasto, Colombia"
"Beacon, NY, Estados Unidos","Beacon, NY, United States"
"Bocas del Toro, Panamá","Bocas del Toro, Panama"
"Longview, TX, Estados Unidos","Longview, TX, United States"
"Norfolk, VA, Estados Unidos","Norfolk, VA, United States"
"Barrie, Canadá","Barrie, Canada"
"Bloomington, IN, Estados Unidos","Bloomington, IN, United States"
"Toulouse, Francia","Toulouse, France"
"Cirebon, Indonesia","Cirebon, Indonesia"
"Rocky Mount, NC, Estados Unidos","Rocky Mount, NC, United States"
"San Sebastián, España","San Sebastian, Spain"
"Helena, MT, Estados Unidos","Helena, MT, United States"
"Huddersfield, Reino Unido","Huddersfield, United Kingdom"
"Hof, Alemania","Hof, Germany"
"Temple, TX, Estados Unidos","Temple, TX, United States"
"Albuquerque, NM, Estados Unidos","Albuquerque, NM, United States"
"Cape Coral, FL, Estados Unidos","Cape Coral, FL, United States"
"Ramallah, Palestina","Ramallah, Palestine"
"Southampton, Reino Unido","Southampton, United Kingdom"
"Bristol, Reino Unido","Bristol, United Kingdom"
"Cartagena, Colombia","Cartagena, Colombia"
"Kaunas, Lituania","Kaunas, Lithuania"
"Rockford, IL, Estados Unidos","Rockford, IL, United States"
"Rishikesh, India","Rishikesh, India"
"Grand Junction, CO, Estados Unidos","Grand Junction, CO, United States"
"Ko Chang, Tailandia","Ko Chang, Thailand"
"Guiyang, China","Guiyang, China"
"Modesto, CA, Estados Unidos","Modesto, CA, United States"
"Cork, Irlanda","Cork, Ireland"
"Ivano-Frankivsk, Ucrania","Ivano-Frankivsk, Ukraine"
"Córdoba, España","Cordoba, Spain"
"El Cairo, Egipto","Cairo, Egypt"
"Mancora, Perú","Mancora, Peru"
"Fez, Marruecos","Fes, Morocco"
"Rotterdam, Países Bajos","Rotterdam, Netherlands"
"Dayton, OH, Estados Unidos","Dayton, OH, United States"
"Salvador, Brasil","Salvador, Brazil"
"Avellino, Italia","Avellino, Italy"
"Portland, ME, Estados Unidos","Portland, ME, United States"
"Flagstaff, AZ, Estados Unidos","Flagstaff, AZ, United States"
"Suzhou, China","Suzhou, China"
"Túnez, Túnez","Tunis, Tunisia"
"Viña del Mar, Chile","Viña del Mar, Chile"
"Quanzhou, China","Quanzhou, China"
"Enterprise, NV, Estados Unidos","Enterprise, NV, United States"
"Chachapoyas, Perú","Chachapoyas, Peru"
"Chengdu, China","Chengdu, China"
"Providence, RI, Estados Unidos","Providence, RI, United States"
"Zunyi, China","Zunyi, China"
"Greeley, CO, Estados Unidos","Greeley, CO, United States"
"Nashua, NH, Estados Unidos","Nashua, NH, United States"
"Lake Havasu City, AZ, Estados Unidos","Lake Havasu City, AZ, United States"
"Gante, Bélgica","Ghent, Belgium"
"Daegu, Corea del Sur","Daegu, South Korea"
"Fort McMurray, Canadá","Fort McMurray, Canada"
"Kotor, Montenegro","Kotor, Montenegro"
"Lawton, OK, Estados Unidos","Lawton, OK, United States"
"Gwangju, Corea del Sur","Gwangju, South Korea"
"Mbuji-Mayi, República Democrática del Congo","Mbuji-Mayi, DR Congo"
"Baltimore, MD, Estados Unidos","Baltimore, MD, United States"
"Huambo, Angola","Huambo, Angola"
"York, Reino Unido","York, United Kingdom"
"Kinshasa, RD Congo","Kinshasa, DR Congo"
"Vista, CA, Estados Unidos","Vista, CA, United States"
"Iquique, Chile","Iquique, Chile"
"Elkhart, IN, Estados Unidos","Elkhart, IN, United States"
"Macao, China","Macau, China"
"Panajachel, Guatemala","Panajachel, Guatemala"
"Marysville, WA, Estados Unidos","Marysville, WA, United States"
"Berna, Suiza","Bern, Switzerland"
"Rennes, Francia","Rennes, France"
"Chongqing, China","Chongqing, China"
"Dili, Timor Oriental","Dili, East Timor"
"Uberlandia, Brasil","Uberlandia, Brazil"
"Santa Teresa, Costa Rica","Santa Teresa, Costa Rica"
"Ciudad de Guatemala, Guatemala","Guatemala City, Guatemala"
"Shrewsbury, Reino Unido","Shrewsbury, United Kingdom"
"Mar del Plata, Argentina","Mar del Plata, Argentina"
"Cavtat, Croacia","Cavtat, Croatia"
"Bremen, Alemania","Bremen, Germany"
"Cabarete, República Dominicana","Cabarete, Dominican Republic"
"Budva, Montenegro","Budva, Montenegro"
"La Paz, Bolivia","La Paz, Bolivia"
"Jiamusi, China","Jiamusi, China"
"Guangzhou, China","Guangzhou, China"
"Filadelfia, PA, Estados Unidos","Philadelphia, PA, United States"
"Fairfax, VA, Estados Unidos","Fairfax, VA, United States"
"Jiangmen, China","Jiangmen, China"
"Leiden, Holanda","Leiden, Netherlands"
"Wilmington, NC, Estados Unidos","Wilmington, NC, United States"
"Dubrovnik, Croacia","Dubrovnik, Croatia"
"Klaipeda, Lituania","Klaipeda, Lithuania"
"Suwon, Corea del Sur","Suwon, South Korea"
"Shantou, China","Shantou, China"
"Yangshuo, China","Yangshuo, China"
"Flint, MI, Estados Unidos","Flint, MI, United States"
"San Cristóbal de las Casas, México","San Cristóbal de las Casas, Mexico"
"Reading, Reino Unido","Reading, United Kingdom"
"S t. Cloud, MN, Estados Unidos ","St. Cloud, MN, United States"
"Volgogrado, Rusia","Volgograd, Russia"
"Columbia, MO, Estados Unidos","Columbia, MO, United States"
"Kampala, Uganda","Kampala, Uganda"
"La Serena, Chile","La Serena, Chile"
Canggu,"Canggu, Bali, Indonesia"
George Town,"George Town, Penang, Malaysia"
Seattle,"Seattle, WA, United States"
Austin,"Austin, TX, United States"
Portland,"Portland, OR, United States"
Chicago,"Chicago, IL, United States"
Ubud,"Ubud, Bali, Indonesia"
Tampa,"Tampa, FL, United States"
Las Palmas,"Las Palmas, Canary Islands, Spain"
New York City,"New York City, NY, United States"
New Orleans,"New Orleans, LA, United States"
Tucson,"Tucson, AZ, United States"
Los Angeles,"Los Angeles, CA, United States"
Boston,"Boston, MA, United States"
San Diego,"San Diego, CA, United States"
Kansas City,"Kansas City, MO, United States"
Minneapolis,"Minneapolis, MN, United States"
Battle Creek,"Battle Creek, MI, United States"
Uluwatu,"Uluwatu, Bali, Indonesia"
Atlanta,"Atlanta, GA, United States"
Brownsville,"Brownsville, TX, United States"
Ponta Delgada,"Ponta Delgada, Azores, Portugal"
Jimbaran,"Jimbaran, Bali, Indonesia"
Tenerife,"Tenerife, Canary Islands, Spain"
Denver,"Denver, CO, United States"
San Antonio,"San Antonio, TX, United States"
Orlando,"Orlando, FL, United States"
Miami,"Miami, FL, United States"
Funchal,"Funchal, Madeira, Portugal"
Munggu,"Munggu, Bali, Indonesia"
Bryan,"Bryan, TX, United States"
Laredo,"Laredo, TX, United States"
Evansville,"Evansville, IN, United States"
Spokane,"Spokane, WA, United States"
Birmingham,"Birmingham, AL, United States"
Dallas,"Dallas, TX, United States"
Salt Lake City,"Salt Lake City, UT, United States"
Columbus,"Columbus, GA, United States"
Beaumont,"Beaumont, TX, United States"
Mobile,"Mobile, AL, United States"
Seminyak,"Seminyak, Bali, Indonesia"
Albany,"Albany, OR, United States"
Rochester,"Rochester, MN, United States"
Cleveland,"Cleveland, OH, United States"
Fayetteville,"Fayetteville, NC, United States"
Clarksville,"Clarksville, TN, United States"
Tulsa,"Tulsa, OK, United States"
Toledo,"Toledo, OH, United States"
Sioux Falls,"Sioux Falls, SD, United States"
Gainesville,"Gainesville, FL, United States"
Medford,"Medford, OR, United States"
Roanoke,"Roanoke, VA, United States"
Nashville,"Nashville, TN, United States"
Peoria,"Peoria, IL, United States"
Kokomo,"Kokomo, IN, United States"
Columbus,"Columbus, OH, United States"
Des Moines,"Des Moines, IA, United States"
Sanur,"Sanur, Bali, Indonesia"
Kennewick,"Kennewick, WA, United States"
Bakersfield,"Bakersfield, CA, United States"
Jacksonville,"Jacksonville, FL, United States"
Rogers,"Rogers, AR, United States"
Charlotte,"Charlotte, NC, United States"
Louisville,"Louisville, KY, United States"
San Francisco,"San Francisco, CA, United States"
Jonesboro,"Jonesboro, AR, United States"
Eugene,"Eugene, OR, United States"
Burlington,"Burlington, NC, United States"
Grand Rapids,"Grand Rapids, MI, United States"
Cedar Rapids,"Cedar Rapids, IA, United States"
Little Rock,"Little Rock, AR, United States"
Fargo,"Fargo, ND, United States"
Lake Charles,"Lake Charles, LA, United States"
Greensboro,"Greensboro, NC, United States"
Owensboro,"Owensboro, KY, United States"
Conroe,"Conroe, TX, United States"
Tyler,"Tyler, TX, United States"
Detroit,"Detroit, MI, United States"
Indianapolis,"Indianapolis, IN, United States"
Bethlehem,"Bethlehem, PA, United States"
Bowling Green,"Bowling Green, KY, United States"
Lubbock,"Lubbock, TX, United States"
Eau Claire,"Eau Claire, WI, United States"
Killeen,"Killeen, TX, United States"
Melbourne,"Melbourne, FL, United States"
Edinburg,"Edinburg, TX, United States"
Oklahoma City,"Oklahoma City, OK, United States"
Sacramento,"Sacramento, CA, United States"
Richland,"Richland, WA, United States"
Montgomery,"Montgomery, AL, United States"
Amarillo,"Amarillo, TX, United States"
Las Vegas,"Las Vegas, NV, United States"
Amed,"Amed, Bali, Indonesia"
Stockton,"Stockton, CA, United States"
Macon,"Macon, GA, United States"
Bossier City,"Bossier City, LA, United States"
Denpasar,"Denpasar, Bali, Indonesia"
Normal,"Normal, IL, United States"
Bloomington,"Bloomington, IL, United States"
Kingsport,"Kingsport, TN, United States"
Memphis,"Memphis, TN, United States"
Minot,"Minot, ND, United States"
Fort Wayne,"Fort Wayne, IN, United States"
Phoenix,"Phoenix, AZ, United States"
Champaign,"Champaign, IL, United States"
Ogden,"Ogden, UT, United States"
Tallahassee,"Tallahassee, FL, United States"
Auburn,"Auburn, AL, United States"
Bismarck,"Bismarck, ND, United States"
Shreveport,"Shreveport, LA, United States"
Warner Robins,"Warner Robins, GA, United States"
Muncie,"Muncie, IN, United States"
Corpus Christi,"Corpus Christi, TX, United States"
Port Arthur,"Port Arthur, TX, United States"
Conway,"Conway, AR, United States"
Chattanooga,"Chattanooga, TN, United States"
Houston,"Houston, TX, United States"
Hoover,"Hoover, AL, United States"
Pekanbaru,"Pekanbaru, Sumatra, Indonesia"
Syracuse,"Syracuse, NY, United States"
Terre Haute,"Terre Haute, IN, United States"
Raleigh,"Raleigh, NC, United States"
San Jose,"San Jose, CA, United States"
Canton,"Canton, OH, United States"
Ajaccio,"Ajaccio, Corsica, France"
Apple Valley,"Apple Valley, CA, United States"
Elgin,"Elgin, IL, United States"
Cathedral City,"Cathedral City, CA, United States"
Cody,"Cody, WY, United States"
Park City,"Park City, UT, United States"
Palm Desert,"Palm Desert, CA, United States"
Frederick,"Frederick, MD, United States"
Newport Beach,"Newport Beach, CA, United States"
Napa,"Napa, CA, United States"
Oxnard,"Oxnard, CA, United States"
Aurora,"Aurora, IL, United States"
Torshavn,"Torshavn, Faroe Islands, Denmark"
Baton Rouge,"Baton Rouge, LA, United States"
Nago,"Nago, Okinawa, Japan"
San Angelo,"San Angelo, TX, United States"
Ashland,"Ashland, OR, United States"
Harrisonburg,"Harrisonburg, VA, United States"
San Clemente,"San Clemente, CA, United States"
Midland,"Midland, TX, United States"
Santa Barbara,"Santa Barbara, CA, United States"
Lake Tahoe,"Lake Tahoe, CA, United States"
Stamford,"Stamford, CT, United States"
Key West,"Key West, FL, United States"
Menlo Park,"Menlo Park, CA, United States"
San Mateo,"San Mateo, CA, United States"
Port Orange,"Port Orange, FL, United States"
Palo Alto,"Palo Alto, CA, United States"
Joplin,"Joplin, MO, United States"
Waco,"Waco, TX, United States"
Gulfport,"Gulfport, MS, United States"
West Palm Beach,"West Palm Beach, FL, United States"
Kenosha,"Kenosha, WI, United States"
Youngstown,"Youngstown, OH, United States"
Tulare,"Tulare, CA, United States"
Milwaukee,"Milwaukee, WI, United States"
Chania,"Chania, Crete, Greece"
Bridgeport,"Bridgeport, CT, United States"
Centennial,"Centennial, CO, United States"
Boise,"Boise, ID, United States"
Great Falls,"Great Falls, MT, United States"
Springfield,"Springfield, IL, United States"
Mataram,"Mataram, Lombok, Indonesia"
Madison,"Madison, WI, United States"
Provo,"Provo, UT, United States"
Buffalo,"Buffalo, NY, United States"
Colorado Springs,"Colorado Springs, CO, United States"
Princeton,"Princeton, NJ, United States"
Senggigi,"Senggigi, Lombok, Indonesia"
Oregon City,"Oregon City, OR, United States"
Spokane Valley,"Spokane Valley, WA, United States"
Jackson,"Jackson, TN, United States"
Valdosta,"Valdosta, GA, United States"
Iowa City,"Iowa City, IA, United States"
Pittsburgh,"Pittsburgh, PA, United States"
Las Cruces,"Las Cruces, NM, United States"
Corralejo,"Corralejo, Canary Islands, Spain"
Santa Rosa,"Santa Rosa, CA, United States"
Dubuque,"Dubuque, IA, United States"
Johnson City,"Johnson City, TN, United States"
Reno,"Reno, NV, United States"
Topeka,"Topeka, KS, United States"
Fort Lauderdale,"Fort Lauderdale, FL, United States"
Duluth,"Duluth, MN, United States"
Appleton,"Appleton, WI, United States"
St. Louis,"St. Louis, MO, United States"
Port St. Lucie,"Port St. Lucie, FL, United States"
Savannah,"Savannah, GA, United States"
Merced,"Merced, CA, United States"
Lexington,"Lexington, KY, United States"
Palembang,"Palembang, Sumatra, Indonesia"
Erie,"Erie, PA, United States"
Omaha,"Omaha, NE, United States"
Hilo,"Hilo, Hawaii, United States"
Brentwood,"Brentwood, CA, United States"
Sparks,"Sparks, NV, United States"
Carson City,"Carson City, NV, United States"
Kuta,"Kuta, Bali, Indonesia"
Davenport,"Davenport, IA, United States"
Dothan,"Dothan, AL, United States"
Fort Smith,"Fort Smith, AR, United States"
Billings,"Billings, MT, United States"
Allentown,"Allentown, PA, United States"
Tracy,"Tracy, CA, United States"
Scranton,"Scranton, PA, United States"
Yuba City,"Yuba City, CA, United States"
Grand Forks,"Grand Forks, ND, United States"
Charleston,"Charleston, SC, United States"
Waterloo,"Waterloo, IA, United States"
Springdale,"Springdale, AR, United States"
Lafayette,"Lafayette, LA, United States"
Palma,"Palma, Mallorca, Spain"
Visalia,"Visalia, CA, United States"
Lodi,"Lodi, CA, United States"
Victoria,"Victoria, TX, United States"
Pharr,"Pharr, TX, United States"
Honolulu,"Honolulu, Hawaii, United States"
Medan,"Medan, Sumatra, Indonesia"
Washington,"Washington, DC, United States"
Bradenton,"Bradenton, FL, United States"
Coeur d'Alene,"Coeur d'Alene, ID, United States"
McAllen,"McAllen, TX, United States"
Olympia,"Olympia, WA, United States"
Winston,"Winston, NC, United States"
Mission,"Mission, TX, United States"
Faro,"Faro, Algarve, Portugal"
Rapid City,"Rapid City, SD, United States"
Fresno,"Fresno, CA, United States"
Beaverton,"Beaverton, OR, United States"
Corvallis,"Corvallis, OR, United States"
Sioux City,"Sioux City, IA, United States"
St. Joseph,"St. Joseph, MO, United States"
Tuscaloosa,"Tuscaloosa, AL, United States"
Bellingham,"Bellingham, WA, United States"
Decatur,"Decatur, IL, United States"
Hemet,"Hemet, CA, United States"
Chico,"Chico, CA, United States"
Manteca,"Manteca, CA, United States"
Casper,"Casper, WY, United States"
Pensacola,"Pensacola, FL, United States"
Verdi,"Verdi, NV, United States"
Ciutadella,"Ciutadella, Menorca, Spain"
Taos,"Taos, NM, United States"
Turlock,"Turlock, CA, United States"
Cincinnati,"Cincinnati, OH, United States"
Pasco,"Pasco, WA, United States"
Huntsville,"Huntsville, AL, United States"
Henderson,"Henderson, NV, United States"
Schenectady,"Schenectady, NY, United States"
Worcester,"Worcester, MA, United States"
Bend,"Bend, OR, United States"
High Point,"High Point, NC, United States"
Santa Fe,"Santa Fe, NM, United States"
Bridgeton,"Bridgeton, MO, United States"
Utica,"Utica, NY, United States"
Naha,"Naha, Okinawa, Japan"
Sarasota,"Sarasota, FL, United States"
Waukegan,"Waukegan, IL, United States"
Anderson,"Anderson, IN, United States"
Janesville,"Janesville, WI, United States"
La Crosse,"La Crosse, WI, United States"
Idaho Falls,"Idaho Falls, ID, United States"
Pueblo,"Pueblo, CO, United States"
Salem,"Salem, OR, United States"
Virginia Beach,"Virginia Beach, VA, United States"
Riverside,"Riverside, CA, United States"
Hesperia,"Hesperia, CA, United States"
Scottsdale,"Scottsdale, AZ, United States"
Incline Village,"Incline Village, NV, United States"
Kauai,"Kauai, Hawaii, United States"
Temecula,"Temecula, CA, United States"
Joliet,"Joliet, IL, United States"
Anchorage,"Anchorage, AK, United States"
Monterey,"Monterey, CA, United States"
Victorville,"Victorville, CA, United States"
Mountain View,"Mountain View, CA, United States"
Lincoln,"Lincoln, NE, United States"
Indio,"Indio, CA, United States"
Knoxville,"Knoxville, TN, United States"
Okinawa City,"Okinawa City, Okinawa, Japan"
Reading,"Reading, PA, United States"
Abilene,"Abilene, TX, United States"
Daytona Beach,"Daytona Beach, FL, United States"
Bozeman,"Bozeman, MT, United States"
Fort Myers,"Fort Myers, FL, United States"
Kearney,"Kearney, NE, United States"
Santa Maria,"Santa Maria, CA, United States"
Carlsbad,"Carlsbad, CA, United States"
