City,Country,City-Country_EN,City_ES,City-Country_ES,Other,Other_ES
Baoding,China,"Baoding, China",Baoding,"Baoding, China",Baoding,Baoding
Zhangjiagang,China,"Zhangjiagang, China",Zhangjiagang,"Zhangjiagang, China",Zhangjiagang,Zhangjiagang
Wenling,China,"Wenling, China",Wenling,"Wenling, China",Wenling,Wenling
Homs,Syria,"Homs, Syria",Homs,"Homs, Siria",Homs,Homs
Linyi,China,"Linyi, China",Linyi,"Linyi, China",Linyi,Linyi
"Reading, PA",United States,"Reading, PA, United States","Lectura, PA","Reading, PA, Estados Unidos",Reading,Reading
Verona,Italy,"Verona, Italy",Verona,"Verona, Italia",Verona,Verona
Mecca,Saudi Arabia,"Mecca, Saudi Arabia",La meca,"La Meca, Arabia Saudita",Mecca,La meca
Laayoune,Western Sahara,"Laayoune, Western Sahara",Laayoune,"El Aaiún, Sáhara Occidental",Laayoune,Laayoune
Phu Quoc,Vietnam,"Phu Quoc, Vietnam",Phu Quoc,"Phu Quoc, Vietnam",Phu Quoc,Phu Quoc
Juba,South Sudan,"Juba, South Sudan",Juba,"Juba, Sudán del Sur",Juba,Juba
Tanchon,North Korea,"Tanchon, North Korea",Tanchon,"Tanchon, Corea del Norte",Tanchon,Tanchon
Shiraz,Iran,"Shiraz, Iran",Shiraz,"Shiraz, Irán",Shiraz,Shiraz
Qinhuangdao,China,"Qinhuangdao, China",Qinhuangdao,"Qinhuangdao, China",Qinhuangdao,Qinhuangdao
Nagoya,Japan,"Nagoya, Japan",Nagoya,"Nagoya, Japón",Nagoya,Nagoya
Nouakchott,Mauritania,"Nouakchott, Mauritania",Nouakchott,"Nouakchott, Mauritania",Nouakchott,Nouakchott
Granada,Spain,"Granada, Spain",Granada,"Granada, España",Granada,Granada
Dusseldorf,Germany,"Dusseldorf, Germany",Dusseldorf,"Dusseldorf, Alemania",Dusseldorf,Dusseldorf
San Ignacio,Belize,"San Ignacio, Belize",San Ignacio,"San Ignacio, Belice",San Ignacio,San Ignacio
Amalfi,Italy,"Amalfi, Italy",Amalfi,"Amalfi, Italia",Amalfi,Amalfi
Gibraltar,Gibraltar,"Gibraltar, Gibraltar",Gibraltar,"Gibraltar, Gibraltar",Gibraltar,Gibraltar
Victoria,Seychelles,"Victoria, Seychelles",Victoria,"Victoria, Seychelles",Victoria,Victoria
Rethymno,Greece,"Rethymno, Greece",Rethymno,"Rethymno, Grecia",Rethymno,Rethymno
Mombasa,Kenya,"Mombasa, Kenya",Mombasa,"Mombasa, Kenia",Mombasa,Mombasa
Huzhou,China,"Huzhou, China",Huzhou,"Huzhou, China",Huzhou,Huzhou
"Abilene, TX",United States,"Abilene, TX, United States","Abilene, TX","Abilene, TX, Estados Unidos",Abilene,Abilene
Fushun,China,"Fushun, China",Fushun,"Fushun, China",Fushun,Fushun
Changchun,China,"Changchun, China",Changchun,"Changchun, China",Changchun,Changchun
Hiroshima,Japan,"Hiroshima, Japan",Hiroshima,"Hiroshima, Japón",Hiroshima,Hiroshima
Marseille,France,"Marseille, France",Marsella,"Marsella, Francia",Marseille,Marsella
Xiamen,China,"Xiamen, China",Xiamen,"Xiamen, China",Xiamen,Xiamen
Trier,Germany,"Trier, Germany",Trier,"Trier, Alemania",Trier,Trier
Isla Mujeres,Mexico,"Isla Mujeres, Mexico",Isla Mujeres,"Isla Mujeres, México",Isla Mujeres,Isla Mujeres
"Daytona Beach, FL",United States,"Daytona Beach, FL, United States","Daytona Beach, FL","Daytona Beach, FL, Estados Unidos",Daytona Beach,Daytona Beach
Boumerdas,Algeria,"Boumerdas, Algeria",Boumerdas,"Boumerdas, Argelia",Boumerdas,Boumerdas
Modena,Italy,"Modena, Italy",Modena,"Módena, Italia",Modena,Modena
Asmara,Eritrea,"Asmara, Eritrea",Asmara,"Asmara, Eritrea",Asmara,Asmara
Lelystad,Netherlands,"Lelystad, Netherlands",Lelystad,"Lelystad, Holanda",Lelystad,Lelystad
Maputo,Mozambique,"Maputo, Mozambique",Maputo,"Maputo, Mozambique",Maputo,Maputo
Sapporo,Japan,"Sapporo, Japan",Sapporo,"Sapporo, Japón",Sapporo,Sapporo
"Bozeman, MT",United States,"Bozeman, MT, United States","Bozeman, MT","Bozeman, MT, Estados Unidos",Bozeman,Bozeman
Tabriz,Iran,"Tabriz, Iran",Tabriz,"Tabriz, Irán",Tabriz,Tabriz
Dalian,China,"Dalian, China",Dalian,"Dalian, China",Dalian,Dalian
Konya,Turkey,"Konya, Turkey",Konya,"Konya, Turquía",Konya,Konya
St John's,Antigua and Barbuda,"St John's, Antigua and Barbuda",De San Juan,"St John's, Antigua y Barbuda",St John's,De San Juan
Ibiza,Spain,"Ibiza, Spain",Ibiza,"Ibiza, España",Ibiza,Ibiza
Kyoto,Japan,"Kyoto, Japan",Kioto,"Kyoto, Japón",Kyoto,Kioto
"Fort Myers, FL",United States,"Fort Myers, FL, United States","Fort Myers, FL","Fort Myers, FL, Estados Unidos",Fort Myers,Fort Myers
"Kearney, NE",United States,"Kearney, NE, United States","Kearney, NE","Kearney, NE, Estados Unidos",Kearney,Kearney
"Santa Maria, CA",United States,"Santa Maria, CA, United States","Santa María, CA","Santa Maria, CA, Estados Unidos",Santa Maria,Santa Maria
Minca,Colombia,"Minca, Colombia",Minca,"Minca, Colombia",Minca,Minca
Beijing,China,"Beijing, China",Beijing,"Beijing, China",Beijing,Beijing
"Carlsbad, CA",United States,"Carlsbad, CA, United States","Carlsbad, CA","Carlsbad, CA, Estados Unidos",Carlsbad,Carlsbad
Kazan,Russia,"Kazan, Russia",Kazán,"Kazán, Rusia",Kazan,Kazán
"Casa Grande, AZ",United States,"Casa Grande, AZ, United States","Casa Grande, AZ","Casa Grande, AZ, Estados Unidos",Casa Grande,Casa Grande
Maracay,Venezuela,"Maracay, Venezuela",Maracay,"Maracay, Venezuela",Maracay,Maracay
Mexicali,Mexico,"Mexicali, Mexico",Mexicali,"Mexicali, México",Mexicali,Mexicali
Maracaibo,Venezuela,"Maracaibo, Venezuela",Maracaibo,"Maracaibo, Venezuela",Maracaibo,Maracaibo
Zhanjiang,China,"Zhanjiang, China",Zhanjiang,"Zhanjiang, China",Zhanjiang,Zhanjiang
"Odessa, TX",United States,"Odessa, TX, United States","Odessa, TX","Odessa, TX, Estados Unidos",Odessa,Odessa
Onitsha,Nigeria,"Onitsha, Nigeria",Onitsha,"Onitsha, Nigeria",Onitsha,Onitsha
Zhangjiakou,China,"Zhangjiakou, China",Zhangjiakou,"Zhangjiakou, China",Zhangjiakou,Zhangjiakou
Zhangzhou,China,"Zhangzhou, China",Zhangzhou,"Zhangzhou, China",Zhangzhou,Zhangzhou
Cusco,Peru,"Cusco, Peru",Cusco,"Cusco, Perú",Cusco,Cusco
Bhopal,India,"Bhopal, India",Bhopal,"Bhopal, India",Bhopal,Bhopal
Rostov-on-Don,Russia,"Rostov-on-Don, Russia",Rostov del Don,"Rostov-on-Don, Rusia",Rostov-on-Don,Rostov del Don
Yiwu,China,"Yiwu, China",Yiwu,"Yiwu, China",Yiwu,Yiwu
"Boulder, CO",United States,"Boulder, CO, United States","Boulder, CO","Boulder, CO, Estados Unidos",Boulder,Boulder
"Lancaster, CA",United States,"Lancaster, CA, United States","Lancaster, CA","Lancaster, CA, Estados Unidos",Lancaster,Lancaster
Zhuzhou,China,"Zhuzhou, China",Zhuzhou,"Zhuzhou, China",Zhuzhou,Zhuzhou
Weihai,China,"Weihai, China",Weihai,"Weihai, China",Weihai,Weihai
Ulaanbaatar,Mongolia,"Ulaanbaatar, Mongolia",Ulaanbaatar,"Ulaanbaatar, Mongolia",Ulaanbaatar,Ulaanbaatar
Wuhu,China,"Wuhu, China",Wuhu,"Wuhu, China",Wuhu,Wuhu
"Pocatello, ID",United States,"Pocatello, ID, United States","Pocatello, ID","Pocatello, ID, Estados Unidos",Pocatello,Pocatello
Alexandria,Egypt,"Alexandria, Egypt",Alejandría,"Alexandria, Egipto",Alexandria,Alejandría
Omsk,Russia,"Omsk, Russia",Omsk,"Omsk, Rusia",Omsk,Omsk
Obninsk,Russia,"Obninsk, Russia",Obninsk,"Obninsk, Rusia",Obninsk,Obninsk
Changsha,China,"Changsha, China",Changsha,"Changsha, China",Changsha,Changsha
Jarabacoa,Dominican Republic,"Jarabacoa, Dominican Republic",Jarabacoa,"Jarabacoa, República Dominicana",Jarabacoa,Jarabacoa
Rome,Italy,"Rome, Italy",Roma,"Roma, Italia",Rome,Roma
"Vineland, NJ",United States,"Vineland, NJ, United States","Vineland, Nueva Jersey","Vineland, Nueva Jersey, Estados Unidos",Vineland,Vineland
Dar es Salaam,Tanzania,"Dar es Salaam, Tanzania",Dar es Salaam,"Dar es Salaam, Tanzania",Dar es Salaam,Dar es Salaam
Stanley,Falkland Islands,"Stanley, Falkland Islands",Stanley,"Stanley, Islas Malvinas",Stanley,Stanley
"Lawrence, KS",United States,"Lawrence, KS, United States","Lawrence, KS","Lawrence, KS, Estados Unidos",Lawrence,Lawrence
Kitakyushu,Japan,"Kitakyushu, Japan",Kitakyushu,"Kitakyushu, Japón",Kitakyushu,Kitakyushu
Hefei,China,"Hefei, China",Hefei,"Hefei, China",Hefei,Hefei
Hagatna,Guam,"Hagatna, Guam",Hagatna,"Hagatna, Guam",Hagatna,Hagatna
Tehran,Iran,"Tehran, Iran",Teherán,"Teherán, Irán",Tehran,Teherán
Zwolle,Netherlands,"Zwolle, Netherlands",Zwolle,"Zwolle, Holanda",Zwolle,Zwolle
Guilin,China,"Guilin, China",Guilin,"Guilin, China",Guilin,Guilin
Alesund,Norway,"Alesund, Norway",Alesund,"Alesund, Noruega",Alesund,Alesund
Rui'an,China,"Rui'an, China",Rui'an,"Rui'an, China",Rui'an,Rui'an
"Petaluma, CA",United States,"Petaluma, CA, United States","Petaluma, CA","Petaluma, CA, Estados Unidos",Petaluma,Petaluma
Nanning,China,"Nanning, China",Nanning,"Nanning, China",Nanning,Nanning
Innsbruck,Austria,"Innsbruck, Austria",Innsbruck,"Innsbruck, Austria",Innsbruck,Innsbruck
Erlangen,Germany,"Erlangen, Germany",Erlangen,"Erlangen, Alemania",Erlangen,Erlangen
Sihanoukville,Cambodia,"Sihanoukville, Cambodia",Sihanoukville,"Sihanoukville, Camboya",Sihanoukville,Sihanoukville
Lianyungang,China,"Lianyungang, China",Lianyungang,"Lianyungang, China",Lianyungang,Lianyungang
Salento,Colombia,"Salento, Colombia",Salento,"Salento, Colombia",Salento,Salento
"Cheyenne, WY",United States,"Cheyenne, WY, United States","Cheyenne, WY","Cheyenne, WY, Estados Unidos",Cheyenne,Cheyenne
"Galveston, TX",United States,"Galveston, TX, United States","Galveston, TX","Galveston, TX, Estados Unidos",Galveston,Galveston
Ludhiana,India,"Ludhiana, India",Ludhiana,"Ludhiana, India",Ludhiana,Ludhiana
Rimini,Italy,"Rimini, Italy",Rimini,"Rimini, Italia",Rimini,Rimini
Santa Marta,Colombia,"Santa Marta, Colombia",Santa Marta,"Santa Marta, Colombia",Santa Marta,Santa Marta
McLeod Ganj,India,"McLeod Ganj, India",McLeod Ganj,"McLeod Ganj, India",McLeod Ganj,McLeod Ganj
Portimão,Portugal,"Portimão, Portugal",Portimão,"Portimão, Portugal",Portimão,Portimão
Zhongshan,China,"Zhongshan, China",Zhongshan,"Zhongshan, China",Zhongshan,Zhongshan
Wonsan,North Korea,"Wonsan, North Korea",Wonsan,"Wonsan, Corea del Norte",Wonsan,Wonsan
Foshan,China,"Foshan, China",Foshan,"Foshan, China",Foshan,Foshan
Yichang,China,"Yichang, China",Yichang,"Yichang, China",Yichang,Yichang
Cardiff,United Kingdom,"Cardiff, United Kingdom",Cardiff,"Cardiff, Reino Unido",Cardiff,Cardiff
"Arrecife, Lanzarote",Spain,"Arrecife, Lanzarote, Spain","Arrecife, Lanzarote","Arrecife, Lanzarote, España",Arrecife,Arrecife
"Bellevue, NE",United States,"Bellevue, NE, United States","Bellevue, NE","Bellevue, NE, Estados Unidos",Bellevue,Bellevue
Waterloo,Canada,"Waterloo, Canada",Waterloo,"Waterloo, Canadá",Waterloo,Waterloo
Wenzhou,China,"Wenzhou, China",Wenzhou,"Wenzhou, China",Wenzhou,Wenzhou
Qom,Iran,"Qom, Iran",Qom,"Qom, Irán",Qom,Qom
"Murrieta, CA",United States,"Murrieta, CA, United States","Murrieta, CA","Murrieta, CA, Estados Unidos",Murrieta,Murrieta
El Alto,Bolivia,"El Alto, Bolivia",El Alto,"El Alto, Bolivia",El Alto,El Alto
Cannes,France,"Cannes, France",Cannes,"Cannes, Francia",Cannes,Cannes
Yantai,China,"Yantai, China",Yantai,"Yantai, China",Yantai,Yantai
"Salem, MA",United States,"Salem, MA, United States","Salem, MA","Salem, MA, Estados Unidos",Salem,Salem
Aarhus,Denmark,"Aarhus, Denmark",Aarhus,"Aarhus, Dinamarca",Aarhus,Aarhus
Samara,Russia,"Samara, Russia",Samara,"Samara, Rusia",Samara,Samara
Aguascalientes,Mexico,"Aguascalientes, Mexico",Aguascalientes,"Aguascalientes, México",Aguascalientes,Aguascalientes
Tomsk,Russia,"Tomsk, Russia",Tomsk,"Tomsk, Rusia",Tomsk,Tomsk
Hangzhou,China,"Hangzhou, China",Hangzhou,"Hangzhou, China",Hangzhou,Hangzhou
King Edward Point,South Georgia and the South Sandwich Islands,"King Edward Point, South Georgia and the South Sandwich Islands",King Edward Point,"King Edward Point, Islas Georgias del Sur y Sandwich del Sur",King Edward Point,King Edward Point
"Plantation, FL",United States,"Plantation, FL, United States","Plantation, FL","Plantation, FL, Estados Unidos",Plantation,Plantation
Antananarivo,Madagascar,"Antananarivo, Madagascar",Antananarivo,"Antananarivo, Madagascar",Antananarivo,Antananarivo
Heidelberg,Germany,"Heidelberg, Germany",Heidelberg,"Heidelberg, Alemania",Heidelberg,Heidelberg
"Palm Coast, FL",United States,"Palm Coast, FL, United States","Palm Coast, FL","Palm Coast, FL, Estados Unidos",Palm Coast,Palm Coast
"Wichita Falls, TX",United States,"Wichita Falls, TX, United States","Wichita Falls, TX","Wichita Falls, TX, Estados Unidos",Wichita Falls,Wichita Falls
Kananga,DR Congo,"Kananga, DR Congo",Kananga,"Kananga, República Democrática del Congo",Kananga,Kananga
Rovaniemi,Finland,"Rovaniemi, Finland",Rovaniemi,"Rovaniemi, Finlandia",Rovaniemi,Rovaniemi
Riyadh,Saudi Arabia,"Riyadh, Saudi Arabia",Riad,"Riad, Arabia Saudita",Riyadh,Riad
"Green Bay, WI",United States,"Green Bay, WI, United States","Green Bay, WI","Green Bay, WI, Estados Unidos",Green Bay,Green Bay
Kinmen,Taiwan,"Kinmen, Taiwan",Kinmen,"Kinmen, Taiwán",Kinmen,Kinmen
Darwin,Australia,"Darwin, Australia",Darwin,"Darwin, Australia",Darwin,Darwin
Dhaka,Bangladesh,"Dhaka, Bangladesh",Dhaka,"Dhaka, Bangladesh",Dhaka,Dhaka
"Bonita Springs, FL",United States,"Bonita Springs, FL, United States","Bonita Springs, FL","Bonita Springs, FL, Estados Unidos",Bonita Springs,Bonita Springs
Nicosia,Cyprus,"Nicosia, Cyprus",Nicosia,"Nicosia, Chipre",Nicosia,Nicosia
Putian,China,"Putian, China",Putian,"Putian, China",Putian,Putian
"Oshkosh, WI",United States,"Oshkosh, WI, United States","Oshkosh, WI","Oshkosh, WI, Estados Unidos",Oshkosh,Oshkosh
"Redding, CA",United States,"Redding, CA, United States","Redding, CA","Redding, CA, Estados Unidos",Redding,Redding
Coimbra,Portugal,"Coimbra, Portugal",Coimbra,"Coimbra, Portugal",Coimbra,Coimbra
Juarez,Mexico,"Juarez, Mexico",Juárez,"Juárez, México",Juarez,Juárez
Javea,Spain,"Javea, Spain",Javea,"Javea, España",Javea,Javea
Sheffield,United Kingdom,"Sheffield, United Kingdom",Sheffield,"Sheffield, Reino Unido",Sheffield,Sheffield
"Oceanside, CA",United States,"Oceanside, CA, United States","Oceanside, CA","Oceanside, CA, Estados Unidos",Oceanside,Oceanside
"Palmdale, CA",United States,"Palmdale, CA, United States","Palmdale, CA","Palmdale, CA, Estados Unidos",Palmdale,Palmdale
Yekaterinburg,Russia,"Yekaterinburg, Russia",Ekaterimburgo,"Ekaterimburgo, Rusia",Yekaterinburg,Ekaterimburgo
Tromso,Norway,"Tromso, Norway",Tromso,"Tromso, Noruega",Tromso,Tromso
Nanchang,China,"Nanchang, China",Nanchang,"Nanchang, China",Nanchang,Nanchang
Krivoy-Rog,Ukraine,"Krivoy-Rog, Ukraine",Krivoy-Rog,"Krivoy-Rog, Ucrania",Krivoy-Rog,Krivoy-Rog
Lilongwe,Malawi,"Lilongwe, Malawi",Lilongwe,"Lilongwe, Malawi",Lilongwe,Lilongwe
Huainan,China,"Huainan, China",Huainan,"Huainan, China",Huainan,Huainan
Whistler,Canada,"Whistler, Canada",Whistler,"Whistler, Canadá",Whistler,Whistler
Qingdao,China,"Qingdao, China",Qingdao,"Qingdao, China",Qingdao,Qingdao
"Manhattan, KS",United States,"Manhattan, KS, United States","Manhattan, KS","Manhattan, KS, Estados Unidos",Manhattan,Manhattan
Sa Pa,Vietnam,"Sa Pa, Vietnam",Sa Pa,"Sa Pa, Vietnam",Sa Pa,Sa Pa
"St. George, UT",United States,"St. George, UT, United States","St. George, UT","S t. George, UT, Estados Unidos ",St. George,St. George
Mandalay,Myanmar,"Mandalay, Myanmar",Mandalay,"Mandalay, Myanmar",Mandalay,Mandalay
Ningbo,China,"Ningbo, China",Ningbo,"Ningbo, China",Ningbo,Ningbo
Pristina,Kosovo,"Pristina, Kosovo",Pristina,"Pristina, Kosovo",Pristina,Pristina
Vientiane,Laos,"Vientiane, Laos",Vientiane,"Vientiane, Laos",Vientiane,Vientiane
"Hartford, CT",United States,"Hartford, CT, United States","Hartford, CT","Hartford, CT, Estados Unidos",Hartford,Hartford
Almere,Netherlands,"Almere, Netherlands",Almere,"Almere, Holanda",Almere,Almere
Praia,Cape Verde,"Praia, Cape Verde",Praia,"Praia, Cabo Verde",Praia,Praia
Marbella,Spain,"Marbella, Spain",Marbella,"Marbella, España",Marbella,Marbella
"Ithaca, NY",United States,"Ithaca, NY, United States","Ithaca, NY","Ithaca, NY, Estados Unidos",Ithaca,Ithaca
"Richmond, VA",United States,"Richmond, VA, United States","Richmond, VA","Richmond, VA, Estados Unidos",Richmond,Richmond
Gothenburg,Sweden,"Gothenburg, Sweden",Gotemburgo,"Gotemburgo, Suecia",Gothenburg,Gotemburgo
"Rochester, NY",United States,"Rochester, NY, United States","Rochester, NY","Rochester, NY, Estados Unidos",Rochester,Rochester
Hagen,Germany,"Hagen, Germany",Hagen,"Hagen, Alemania",Hagen,Hagen
Alicante,Spain,"Alicante, Spain",Alicante,"Alicante, España",Alicante,Alicante
"Ocala, FL",United States,"Ocala, FL, United States","Ocala, FL","Ocala, FL, Estados Unidos",Ocala,Ocala
Tel Aviv,Israel,"Tel Aviv, Israel",Tel Aviv,"Tel Aviv, Israel",Tel Aviv,Tel Aviv
"Puerto del Rosario, Fuerteventura",Spain,"Puerto del Rosario, Fuerteventura, Spain","Puerto del Rosario, Fuerteventura","Puerto del Rosario, Fuerteventura, España",Puerto del Rosario,Puerto del Rosario
Batumi,Georgia,"Batumi, Georgia",Batumi,"Batumi, Georgia",Batumi,Batumi
Windhoek,Namibia,"Windhoek, Namibia",Windhoek,"Windhoek, Namibia",Windhoek,Windhoek
"Palm Bay, FL",United States,"Palm Bay, FL, United States","Palm Bay, FL","Palm Bay, FL, Estados Unidos",Palm Bay,Palm Bay
"Sandpoint, ID",United States,"Sandpoint, ID, United States","Sandpoint, ID","Sandpoint, ID, Estados Unidos",Sandpoint,Sandpoint
"Yakima, WA",United States,"Yakima, WA, United States","Yakima, WA","Yakima, WA, Estados Unidos",Yakima,Yakima
Bogota,Colombia,"Bogota, Colombia",Bogotá,Bogota Colombia,Bogota,Bogotá
"New Haven, CT",United States,"New Haven, CT, United States","New Haven, CT","New Haven, CT, Estados Unidos",New Haven,New Haven
"Oakland, CA",United States,"Oakland, CA, United States","Oakland, CA","Oakland, CA, Estados Unidos",Oakland,Oakland
"Grand Island, NE",United States,"Grand Island, NE, United States","Grand Island, NE","Grand Island, NE, Estados Unidos",Grand Island,Grand Island
Natal,Brazil,"Natal, Brazil",Natal,"Natal, Brasil",Natal,Natal
"Harlingen, TX",United States,"Harlingen, TX, United States","Harlingen, TX","Harlingen, TX, Estados Unidos",Harlingen,Harlingen
Aberdeen,United Kingdom,"Aberdeen, United Kingdom",Aberdeen,"Aberdeen, Reino Unido",Aberdeen,Aberdeen
Curitiba,Brazil,"Curitiba, Brazil",Curitiba,"Curitiba, Brasil",Curitiba,Curitiba
Kolkata,India,"Kolkata, India",Calcuta,"Kolkata, India",Kolkata,Calcuta
Campinas,Brazil,"Campinas, Brazil",Campinas,"Campinas, Brasil",Campinas,Campinas
"Logan, UT",United States,"Logan, UT, United States","Logan, UT","Logan, UT, Estados Unidos",Logan,Logan
Andorra la Vella,Andorra,"Andorra la Vella, Andorra",Andorra la Vella,"Andorra la Vella, Andorra",Andorra la Vella,Andorra la Vella
"Wichita, KS",United States,"Wichita, KS, United States","Wichita, KS","Wichita, KS, Estados Unidos",Wichita,Wichita
Bandar Seri Begawan,Brunei,"Bandar Seri Begawan, Brunei",Bandar Seri Begawan,"Bandar Seri Begawan, Brunei",Bandar Seri Begawan,Bandar Seri Begawan
"North Little Rock, AR",United States,"North Little Rock, AR, United States","North Little Rock, AR","North Little Rock, AR, Estados Unidos",North Little Rock,North Little Rock
"Yuma, AZ",United States,"Yuma, AZ, United States","Yuma, AZ","Yuma, AZ, Estados Unidos",Yuma,Yuma
Patna,India,"Patna, India",Patna,"Patna, India",Patna,Patna
Tirupur,India,"Tirupur, India",Tirupur,"Tirupur, India",Tirupur,Tirupur
"College Station, TX",United States,"College Station, TX, United States","College Station, TX","College Station, TX, Estados Unidos",College Station,College Station
Surat,India,"Surat, India",Surat,"Surat, India",Surat,Surat
"Manchester, NH",United States,"Manchester, NH, United States","Manchester, NH","Manchester, NH, Estados Unidos",Manchester,Manchester
Salta,Argentina,"Salta, Argentina",Salta,"Salta, Argentina",Salta,Salta
Kharkiv,Ukraine,"Kharkiv, Ukraine",Járkov,"Kharkiv, Ucrania",Kharkiv,Járkov
Kollam,India,"Kollam, India",Kollam,"Kollam, India",Kollam,Kollam
"Fort Collins, CO",United States,"Fort Collins, CO, United States","Fort Collins, CO","Fort Collins, CO, Estados Unidos",Fort Collins,Fort Collins
"Lynchburg, VA",United States,"Lynchburg, VA, United States","Lynchburg, VA","Lynchburg, VA, Estados Unidos",Lynchburg,Lynchburg
Yaounde,Cameroon,"Yaounde, Cameroon",Yaundé,"Yaundé, Camerún",Yaounde,Yaundé
"Weston, FL",United States,"Weston, FL, United States","Weston, FL","Weston, FL, Estados Unidos",Weston,Weston
"Bedford, OH",United States,"Bedford, OH, United States","Bedford, OH","Bedford, OH, Estados Unidos",Bedford,Bedford
Pasto,Colombia,"Pasto, Colombia",Pasto,"Pasto, Colombia",Pasto,Pasto
"Beacon, NY",United States,"Beacon, NY, United States","Beacon, NY","Beacon, NY, Estados Unidos",Beacon,Beacon
Bocas del Toro,Panama,"Bocas del Toro, Panama",Bocas del Toro,"Bocas del Toro, Panamá",Bocas del Toro,Bocas del Toro
"Longview, TX",United States,"Longview, TX, United States","Longview, TX","Longview, TX, Estados Unidos",Longview,Longview
"Norfolk, VA",United States,"Norfolk, VA, United States","Norfolk, VA","Norfolk, VA, Estados Unidos",Norfolk,Norfolk
Barrie,Canada,"Barrie, Canada",Barrie,"Barrie, Canadá",Barrie,Barrie
"Bloomington, IN",United States,"Bloomington, IN, United States","Bloomington, IN","Bloomington, IN, Estados Unidos",Bloomington,Bloomington
Toulouse,France,"Toulouse, France",Toulouse,"Toulouse, Francia",Toulouse,Toulouse
Cirebon,Indonesia,"Cirebon, Indonesia",Cirebon,"Cirebon, Indonesia",Cirebon,Cirebon
"Rocky Mount, NC",United States,"Rocky Mount, NC, United States","Rocky Mount, Carolina del Norte","Rocky Mount, NC, Estados Unidos",Rocky Mount,Rocky Mount
San Sebastian,Spain,"San Sebastian, Spain",San Sebastian,"San Sebastián, España",San Sebastian,San Sebastian
"Helena, MT",United States,"Helena, MT, United States","Helena, MT","Helena, MT, Estados Unidos",Helena,Helena
Huddersfield,United Kingdom,"Huddersfield, United Kingdom",Huddersfield,"Huddersfield, Reino Unido",Huddersfield,Huddersfield
Hof,Germany,"Hof, Germany",Hof,"Hof, Alemania",Hof,Hof
"Temple, TX",United States,"Temple, TX, United States","Temple, TX","Temple, TX, Estados Unidos",Temple,Temple
"Albuquerque, NM",United States,"Albuquerque, NM, United States","Albuquerque, NM","Albuquerque, NM, Estados Unidos",Albuquerque,Albuquerque
"Cape Coral, FL",United States,"Cape Coral, FL, United States","Cape Coral, FL","Cape Coral, FL, Estados Unidos",Cape Coral,Cape Coral
Ramallah,Palestine,"Ramallah, Palestine",Ramallah,"Ramallah, Palestina",Ramallah,Ramallah
Southampton,United Kingdom,"Southampton, United Kingdom",Southampton,"Southampton, Reino Unido",Southampton,Southampton
Bristol,United Kingdom,"Bristol, United Kingdom",Bristol,"Bristol, Reino Unido",Bristol,Bristol
Cartagena,Colombia,"Cartagena, Colombia",Cartagena,"Cartagena, Colombia",Cartagena,Cartagena
Kaunas,Lithuania,"Kaunas, Lithuania",Kaunas,"Kaunas, Lituania",Kaunas,Kaunas
"Rockford, IL",United States,"Rockford, IL, United States","Rockford, IL","Rockford, IL, Estados Unidos",Rockford,Rockford
Rishikesh,India,"Rishikesh, India",Rishikesh,"Rishikesh, India",Rishikesh,Rishikesh
"Grand Junction, CO",United States,"Grand Junction, CO, United States","Grand Junction, CO","Grand Junction, CO, Estados Unidos",Grand Junction,Grand Junction
Ko Chang,Thailand,"Ko Chang, Thailand",Ko Chang,"Ko Chang, Tailandia",Ko Chang,Ko Chang
Guiyang,China,"Guiyang, China",Guiyang,"Guiyang, China",Guiyang,Guiyang
"Modesto, CA",United States,"Modesto, CA, United States","Modesto, CA","Modesto, CA, Estados Unidos",Modesto,Modesto
Cork,Ireland,"Cork, Ireland",Corcho,"Cork, Irlanda",Cork,Corcho
Ivano-Frankivsk,Ukraine,"Ivano-Frankivsk, Ukraine",Ivano-Frankivsk,"Ivano-Frankivsk, Ucrania",Ivano-Frankivsk,Ivano-Frankivsk
Cordoba,Spain,"Cordoba, Spain",Córdoba,"Córdoba, España",Cordoba,Córdoba
Cairo,Egypt,"Cairo, Egypt",El Cairo,"El Cairo, Egipto",Cairo,El Cairo
Mancora,Peru,"Mancora, Peru",Mancora,"Mancora, Perú",Mancora,Mancora
Fes,Morocco,"Fes, Morocco",Fez,"Fez, Marruecos",Fes,Fez
Rotterdam,Netherlands,"Rotterdam, Netherlands",Rotterdam,"Rotterdam, Países Bajos",Rotterdam,Rotterdam
"Dayton, OH",United States,"Dayton, OH, United States","Dayton, OH","Dayton, OH, Estados Unidos",Dayton,Dayton
Salvador,Brazil,"Salvador, Brazil",El Salvador,"Salvador, Brasil",Salvador,El Salvador
Avellino,Italy,"Avellino, Italy",Avellino,"Avellino, Italia",Avellino,Avellino
"Portland, ME",United States,"Portland, ME, United States","Portland, YO","Portland, ME, Estados Unidos",Portland,Portland
"Flagstaff, AZ",United States,"Flagstaff, AZ, United States","Flagstaff, AZ","Flagstaff, AZ, Estados Unidos",Flagstaff,Flagstaff
Suzhou,China,"Suzhou, China",Suzhou,"Suzhou, China",Suzhou,Suzhou
Tunis,Tunisia,"Tunis, Tunisia",Túnez,"Túnez, Túnez",Tunis,Túnez
Viña del Mar,Chile,"Viña del Mar, Chile",Viña del Mar,"Viña del Mar, Chile",Viña del Mar,Viña del Mar
